Partner_ID,Region,Partner_Tier,Years_In_Network,Login_Freq_Last_30d,Login_Trend_Index,Dashboard_Usage_Minutes,Referral_Volume_30d,Referral_Growth_Rate,Support_Tickets_Open,Recent_Feedback_Sentiment,Days_Since_Last_Contact,Commission_Payout_Last_30d,Unresolved_Disputes_Count,Competitor_Mentioned,Technical_Integration_Issues,Churn_Probability,Churn_Label
PARTNER_0151,AMER,Bronze,1.9,10,1.0113962145372475,28.230609128660255,59,-0.14933455163348308,0,0.5010396093119716,21,588.9075779683944,0,0,0,0.0055441661266678694,0
PARTNER_0152,EMEA,Bronze,1.7,16,1.3126815397030847,25.894473928109637,46,-0.1586048540585573,1,0.7597168525539,39,459.14828112790076,0,0,0,0.005470404283770391,0
PARTNER_0153,AMER,Bronze,2.1,11,0.8814242276884872,27.12145740314659,47,-0.00242910573954333,2,0.5054436741769719,47,469.12976550024644,0,0,0,0.08331269746019648,0
PARTNER_0154,EMEA,Bronze,0.9,15,1.0056697269289339,69.80684111608588,48,0.09508766027273922,2,,36,479.1112498725921,0,0,0,0.1918156509950309,0
PARTNER_0155,APAC,Silver,4.7,13,0.848157327480173,17.326186025236844,54,0.03515930140405156,1,-0.4478484482249299,20,539.0001561066662,0,0,0,0.1728605549689532,1
PARTNER_0156,AMER,Silver,3.0,6,0.7807280560226053,13.910623964528261,58,0.010267689342297368,2,0.7810685996805584,32,578.9260935960488,0,0,0,0.05541337409359937,0
PARTNER_0157,APAC,Silver,1.9,14,0.833018469316446,,55,-0.04886080300015309,0,-0.057414095793312525,16,548.9816404790118,0,0,0,0.025085080051318924,0
PARTNER_0158,EMEA,Bronze,2.3,15,0.8542482856956622,76.41257553870665,58,0.04761049292948319,0,-0.094436994837853,55,578.9260935960488,0,0,0,0.01768675236203581,0
PARTNER_0159,LATAM,Bronze,2.5,20,1.021895159509425,19.090138472039758,43,0.06268892198167086,0,0.6777417726741972,28,429.2038280108638,0,0,0,0.0014850871981275553,0
PARTNER_0160,AMER,Silver,3.2,9,1.4198151573401514,27.053800756875468,45,-0.045731086618467656,1,0.260629868108482,52,449.1667967555551,0,0,0,0.008765776115997265,0
PARTNER_0161,EMEA,Bronze,2.8,10,0.8067913127448318,7.5700912730046195,51,-0.114862451018643,0,-0.22066747399612507,39,509.05570298962914,1,0,0,0.24800972190593787,1
PARTNER_0162,LATAM,Bronze,4.6,15,0.8666749388769075,27.957153634953027,50,-0.11421220953528094,1,,9,499.07421861728346,0,0,0,0.022253769087403105,0
PARTNER_0163,LATAM,Silver,2.7,12,0.9373753973777503,39.43717116143081,51,0.06787342780476653,2,0.7913691115711665,17,509.05570298962914,0,0,1,0.027597552120864868,0
PARTNER_0164,APAC,Silver,5.0,11,1.0291597697419494,10.977769333774091,46,-0.17442733210975553,2,-0.3873178705039201,46,459.14828112790076,0,1,0,0.8887983038852445,1
PARTNER_0165,EMEA,Silver,4.3,14,1.002710162390957,69.89503733305293,44,0.14770591752971127,0,0.6209271167932335,51,439.1853123832094,1,0,0,0.0077577730013495905,0
PARTNER_0166,LATAM,Silver,1.4,18,1.2068191587896235,39.06352037804412,48,-0.06561256934946035,2,0.00767040698971222,12,479.1112498725921,0,0,0,0.13271275025693133,0
PARTNER_0167,AMER,Silver,4.7,9,0.4647215858929583,21.672407252491837,49,0.01095319303042382,0,0.1812941804587157,26,489.0927342449378,1,0,0,0.16921330744741264,0
PARTNER_0168,AMER,Silver,1.0,8,0.4726140259608654,39.27914624927797,50,0.05017100579770928,1,0.6892607684944749,9,499.07421861728346,1,0,0,0.17629147210558657,0
PARTNER_0169,APAC,Silver,4.2,16,0.8508243655979701,47.1825910749934,41,-0.08836857150290853,2,0.7653929545076523,31,409.24085926617244,0,0,0,0.06833945865222796,0
PARTNER_0170,LATAM,Silver,2.2,14,1.1694600375087418,5.514236059987433,55,-0.06598978426552453,2,,40,548.9816404790118,0,0,0,0.20645075579527863,0
PARTNER_0171,EMEA,Bronze,4.5,19,0.6368703936788807,40.394764736732974,50,-0.006802999805442474,0,-0.22329399775211206,44,499.07421861728346,0,0,1,0.05597940182795702,0
PARTNER_0172,AMER,Gold,4.4,11,0.3484735320612484,74.6127613106075,55,-0.10537208192156076,2,-0.3953284738310346,2,548.9816404790118,0,0,0,0.8658076922673407,1
PARTNER_0173,LATAM,Bronze,4.1,15,1.0642358812438417,17.11390240210173,56,-0.12676417633325754,1,,21,558.9631248513574,0,0,1,0.03691605739908436,0
PARTNER_0174,LATAM,Bronze,4.1,11,0.9987314447405429,22.058272004694714,43,-0.11777822446797458,2,-0.4823142859141312,26,429.2038280108638,0,0,0,0.5450535379574488,1
PARTNER_0175,APAC,Bronze,1.9,16,0.731958318640114,25.148594215085275,49,0.10091462860902119,1,0.03546778689291752,54,489.0927342449378,0,0,0,0.06367307309147696,0
PARTNER_0176,AMER,Silver,0.9,11,0.752892079855814,57.459035099252596,56,0.019792484671533304,1,-0.4046007783523889,2,558.9631248513574,0,0,0,0.20976471500450294,0
PARTNER_0177,AMER,Silver,2.3,14,0.756051256073065,12.855690732430167,41,-0.0993167058876348,0,0.026793517808134215,32,409.24085926617244,0,0,0,0.031132645834688503,0
PARTNER_0178,EMEA,Bronze,1.3,12,0.9721070634947879,45.644548293249585,52,0.06727594562340973,0,-0.44808815395470797,1,519.0371873619748,0,0,0,0.027512826071802013,0
PARTNER_0179,AMER,Bronze,3.6,8,0.8247369447633985,25.529186663554597,37,-0.09377552468328823,0,0.5857824387913997,10,369.31492177678973,0,0,0,0.006283250070025401,0
PARTNER_0180,EMEA,Bronze,2.1,10,1.0488127837951038,97.97479157012988,54,-0.21504122016574068,1,-0.22733930787986434,45,539.0001561066662,0,1,0,0.5700548149812108,0
PARTNER_0181,AMER,Silver,4.9,9,0.37907466741912177,26.72950336239714,59,0.04968089911603528,0,-0.0731986765347144,9,588.9075779683944,0,0,0,0.06580736467679553,0
PARTNER_0182,APAC,Silver,3.4,13,0.77862962697444,2.680698427532089,47,0.14462309518099065,0,0.6310623955883095,38,469.12976550024644,0,0,0,0.002492341365130358,0
PARTNER_0183,AMER,Bronze,4.2,17,0.7247892078177899,51.824926083585495,57,0.035803967151901636,0,0.4701458797318666,54,568.9446092237031,0,0,0,0.006739895205900107,0
PARTNER_0184,EMEA,Bronze,1.1,14,0.8987318643255016,43.997710727833905,55,-0.20873369514350845,2,-0.215250129865324,59,548.9816404790118,0,0,1,0.5441012268778136,0
PARTNER_0185,EMEA,Bronze,4.4,12,0.8423904483019722,37.84987292899979,45,-0.022355540022075425,1,-0.4065307557452551,32,449.1667967555551,0,0,0,0.19443870936336616,0
PARTNER_0186,APAC,Bronze,4.7,10,1.1095687559791534,73.24924375230515,57,-0.04745779997529624,5,0.4303759099119414,57,568.9446092237031,0,0,1,0.856335947649709,1
PARTNER_0187,AMER,Silver,2.7,13,0.5781326456679885,6.457272139488891,51,0.01782121626438928,1,0.007913315894542139,6,509.05570298962914,0,0,0,0.13877927706750723,0
PARTNER_0188,AMER,Bronze,3.2,15,0.9590982952661503,15.001999129608182,49,-0.10472692768687943,0,0.49590399885368763,14,489.0927342449378,0,0,0,0.00549641756582681,0
PARTNER_0189,APAC,Silver,3.9,10,1.0616672846423412,32.153084368655826,49,-0.05334772500935388,0,0.0788832040877736,25,489.0927342449378,0,0,0,0.00929611638501576,0
PARTNER_0190,AMER,Silver,1.3,14,1.3213294873123909,,49,-0.16200829830227115,1,-0.05019686313604066,10,489.0927342449378,0,0,0,0.03952619431767923,0
PARTNER_0191,AMER,Bronze,2.8,5,0.8536468057813049,28.658662534807906,60,0.0021770782441385556,0,0.08656703067611549,37,598.8890623407401,0,0,1,0.013572203276042557,0
PARTNER_0192,EMEA,Bronze,2.3,19,1.0148917208705033,7.691783952965915,68,-0.15828959192725378,1,0.47312668137187974,26,678.7409373195055,0,0,0,0.026744091203175672,1
PARTNER_0193,AMER,Silver,1.2,14,0.5892274414875269,22.236700820014725,52,0.02374244857229345,3,0.6728863725024863,53,519.0371873619748,0,0,1,0.3670558781771857,0
PARTNER_0194,AMER,Silver,2.2,8,0.4716087591373952,93.49292293353545,66,-0.09505471890030485,1,-0.4353026444348518,38,658.7779685748142,0,0,0,0.5134090862618963,1
PARTNER_0195,APAC,Bronze,0.8,15,1.1189548751563398,12.284523291139223,55,-0.3341414541296546,0,0.1813450035950417,6,548.9816404790118,0,0,0,0.01845737687775854,0
PARTNER_0196,APAC,Silver,0.6,9,0.9488879412703859,31.61143256478983,45,0.0593758143099133,1,-0.4573139421909591,0,449.1667967555551,0,0,0,0.12555096680222524,0
PARTNER_0197,LATAM,Bronze,1.1,7,1.1857025379596846,45.76619361043821,51,0.029404001921240024,0,0.1089324085316663,9,509.05570298962914,0,0,0,0.004290489871808537,0
PARTNER_0198,EMEA,Silver,4.8,11,0.6753194222060501,56.311338875808346,46,0.11529420477706988,1,0.6508676778259705,20,459.14828112790076,1,0,0,0.08994519518637954,1
PARTNER_0199,AMER,Bronze,3.0,11,1.0539804279057505,51.650640018584184,52,-0.2290118507169905,1,-0.02993265365359743,14,519.0371873619748,0,0,0,0.1023793740284074,0
PARTNER_0200,AMER,Bronze,4.8,9,1.3237635681087707,,50,-0.08545495398363831,0,,29,499.07421861728346,0,0,0,0.0009968282373777153,0
PARTNER_0201,LATAM,Gold,2.4,9,1.0339411216714531,14.94412103693427,48,-0.006840703943813385,0,0.3197910131457923,29,479.1112498725921,1,0,0,0.02728011558778336,0
PARTNER_0202,AMER,Silver,1.9,13,1.0053163011182098,98.48774383097522,48,0.03717058930363165,0,0.7144019469309082,7,479.1112498725921,0,0,0,0.0015770261345060595,0
PARTNER_0203,EMEA,Silver,2.8,10,0.95171121616487,60.15399886647283,51,-0.1662883937739432,2,0.4843166130362756,23,509.05570298962914,0,0,0,0.13002116871933575,0
PARTNER_0204,LATAM,Gold,2.5,13,0.6358237085748175,,50,0.023145995772721546,1,-0.365534283356609,18,499.07421861728346,1,0,0,0.6712359953035211,0
PARTNER_0205,EMEA,Bronze,1.0,14,1.2211145871420697,81.7995918505293,50,-0.07717769086093874,0,-0.1995032221685198,2,499.07421861728346,0,0,0,0.012668653965963528,0
PARTNER_0206,LATAM,Silver,3.4,9,0.8278284720389868,9.427815709280535,52,-0.205507866348674,0,0.012421590958558104,54,519.0371873619748,0,0,0,0.03944863818610358,0
PARTNER_0207,LATAM,Bronze,1.5,14,1.0508966512766034,2.7942352440903475,48,-0.09506809870516555,1,-0.27886105338430117,14,479.1112498725921,0,0,0,0.1115242869039068,1
PARTNER_0208,APAC,Silver,3.3,10,0.6373931386857492,36.06028737673754,53,0.03143771366138569,2,0.14338508620965873,35,529.0186717343205,0,0,0,0.28979230344825363,1
PARTNER_0209,EMEA,Bronze,3.4,13,0.7141080670984439,37.33992272115373,47,-0.20132980723663005,2,0.11277860241193782,5,469.12976550024644,0,0,0,0.47029714541385165,1
PARTNER_0210,AMER,Bronze,1.2,19,1.237017479844447,8.561840123370656,57,0.04370518396087586,0,0.7431369574355957,56,568.9446092237031,0,0,1,0.0007141411220619661,0
PARTNER_0211,AMER,Bronze,0.8,9,0.8805395422084313,58.66834532088252,42,0.008337800240176236,2,,41,419.2223436385181,0,0,1,0.20840189003665274,1
PARTNER_0212,EMEA,Bronze,4.0,14,1.240655095208509,4.455361556250991,45,-0.04538590771450713,1,0.5213148455743972,49,449.1667967555551,0,0,1,0.007816208536263192,0
PARTNER_0213,AMER,Bronze,2.6,11,0.9343538681882964,42.04017757010958,59,-0.1835197509984249,1,0.7244837083069238,47,588.9075779683944,0,0,0,0.02022919386083391,1
PARTNER_0214,AMER,Silver,0.8,13,0.5816204454084284,49.12176454797268,37,-0.17549488234341493,2,,17,369.31492177678973,0,0,0,0.24175247551717008,1
PARTNER_0215,EMEA,Bronze,5.0,11,1.128413519946344,35.74111414993808,43,-0.05984816451323545,2,-0.22873208813493062,37,429.2038280108638,0,0,1,0.25463978338678034,1
PARTNER_0216,LATAM,Bronze,0.8,8,0.8320215364488783,7.365384534112156,57,-0.13249400218849844,0,0.14483886252960754,18,568.9446092237031,0,0,0,0.021286086008486693,0
PARTNER_0217,EMEA,Bronze,3.6,24,1.0897377627034086,72.727126381761,48,-0.053375860549063694,2,-0.04793828301529657,48,479.1112498725921,2,0,1,0.8969823508530643,1
PARTNER_0218,LATAM,Silver,4.9,18,0.9550421735080163,21.502825183944996,54,0.07061821573482992,2,0.019816303678380165,49,539.0001561066662,0,0,0,0.15483914809663935,0
PARTNER_0219,AMER,Bronze,1.6,9,0.6413763544114259,21.559851577785672,55,-0.04730212174159279,0,-0.0309511258805234,29,548.9816404790118,0,1,0,0.23911406486575948,0
PARTNER_0220,AMER,Bronze,1.1,14,0.9828589530741138,18.166316101690903,39,-0.05004449377311648,0,0.5742669732275054,12,389.2778905214811,1,0,0,0.020152545020536712,0
PARTNER_0221,AMER,Silver,1.0,13,1.3892446284305597,52.90041275021289,51,-0.04996527756648127,2,,38,509.05570298962914,0,0,0,0.06372545239330796,1
PARTNER_0222,APAC,Gold,1.9,13,1.0485972917028918,20.669840082079702,49,0.08134019309650405,3,0.18080263191809465,51,489.0927342449378,0,0,0,0.28431461751881737,0
PARTNER_0223,LATAM,Bronze,1.0,14,0.9384964493989073,11.21693595500983,49,0.10933698874856708,1,0.777181564161197,11,489.0927342449378,0,0,0,0.005509310738043067,0
PARTNER_0224,APAC,Bronze,3.6,15,1.1650686803913795,63.41366078939252,37,0.022193371217351033,0,-0.42202694615102865,33,369.31492177678973,0,0,0,0.017482596431642548,0
PARTNER_0225,APAC,Bronze,0.8,9,0.9921336930406222,31.036630016995915,54,-0.0063408482601607155,1,,58,539.0001561066662,1,1,0,0.6255329015891746,1
PARTNER_0226,EMEA,Silver,2.8,9,0.9919068460525589,64.92927665968793,52,0.0029562614855961657,2,0.5062802190299509,11,519.0371873619748,0,0,0,0.05990358243192414,0
PARTNER_0227,APAC,Bronze,5.0,5,0.7316749655681795,,64,0.12279519022530862,0,-0.3034894543553055,43,638.8149998301228,0,0,0,0.03144753589441855,0
PARTNER_0228,EMEA,Silver,4.2,15,0.9967696051579197,17.12285229944712,48,0.027625276008722072,1,0.2949910729992061,23,479.1112498725921,0,0,0,0.021076648981640165,0
PARTNER_0229,EMEA,Silver,3.3,14,1.1570886832833889,5.30624984509434,46,0.13224389097565453,0,-0.1886957866051932,3,459.14828112790076,0,0,0,0.0065060067702313665,0
PARTNER_0230,APAC,Silver,1.9,18,0.7827875695799951,36.17465757074005,61,-0.061908485198707605,1,0.627625347191938,35,608.8705467130858,1,0,0,0.13356577597052807,0
PARTNER_0231,LATAM,Bronze,3.3,8,1.2348991642493896,,41,-0.15355690197014452,0,-0.07477043497989694,49,409.24085926617244,0,1,1,0.08290286309239592,0
PARTNER_0232,LATAM,Bronze,2.9,12,0.9316587951709747,54.4374995661969,52,-0.0869059483965718,0,-0.07221833802881755,47,519.0371873619748,0,0,0,0.022603077936162033,0
PARTNER_0233,LATAM,Bronze,2.4,11,0.7724460976922918,19.87900700954157,45,-0.07627969307520316,0,0.27765204207326155,13,449.1667967555551,0,0,0,0.014681892255241028,0
PARTNER_0234,LATAM,Silver,1.1,13,1.1495264153840488,42.961102394419996,63,0.14045279277362938,2,-0.2613682194441187,16,628.8335154577771,1,1,0,0.8746846577111757,1
PARTNER_0235,LATAM,Bronze,4.5,9,0.8926411528523461,31.80707654711641,60,0.05364137445360134,1,-0.12964476942602066,48,598.8890623407401,0,0,0,0.0712015593187786,0
PARTNER_0236,APAC,Silver,2.5,17,1.1019029774972215,15.841079965769323,55,-0.08374565243176132,1,0.041621405155234936,2,548.9816404790118,0,0,0,0.044159632665891846,0
PARTNER_0237,APAC,Bronze,1.4,15,0.8916482735482926,21.224997033168368,49,0.06084111769326973,2,-0.04027077791785649,37,489.0927342449378,0,0,1,0.21121247900764262,0
PARTNER_0238,AMER,Bronze,2.2,13,0.9380347712940192,9.2172674914626,47,-0.03295811110919822,1,0.1823403834072571,22,469.12976550024644,0,0,0,0.04156183109202074,0
PARTNER_0239,LATAM,Silver,2.4,14,1.0487120408668582,103.00194129213381,39,0.14345516920769655,1,,12,389.2778905214811,0,0,0,0.011905389363233607,0
PARTNER_0240,APAC,Bronze,4.2,11,1.0081794115180012,42.29611253594229,54,-0.053370124468904545,0,0.23666768987521403,8,539.0001561066662,0,0,0,0.00737156073663057,0
PARTNER_0241,AMER,Silver,3.8,19,0.5508936439096522,8.604827691514766,54,-0.17388892570785883,0,0.350418805589512,20,539.0001561066662,1,0,1,0.17753002281019478,1
PARTNER_0242,LATAM,Bronze,4.0,16,0.7257512519811216,99.55847046347868,54,-0.03867510665006832,1,-0.09992562840983366,40,539.0001561066662,0,0,0,0.14520200608113543,0
PARTNER_0243,EMEA,Bronze,0.5,11,1.135881996958163,12.127364303410229,62,-0.05331543320772962,0,-0.33564590469846356,7,618.8520310854315,0,0,0,0.02072910626683472,0
PARTNER_0244,AMER,Silver,2.4,10,0.9235726822196905,19.593703821664032,49,-0.15432266479483187,2,0.4890498038604003,16,489.0927342449378,0,0,1,0.13284301931161135,1
PARTNER_0245,APAC,Bronze,2.7,5,0.8452537394457156,26.669124952012663,46,0.03859117572783073,0,0.6060144974198867,15,459.14828112790076,0,0,1,0.0033176938054022996,0
PARTNER_0246,EMEA,Silver,0.6,18,0.6782851969485051,32.39748165847535,53,0.12247188303170474,0,-0.1658918981108381,15,529.0186717343205,1,0,0,0.14063650892645843,0
PARTNER_0247,EMEA,Bronze,1.7,15,0.7340527357448303,53.431039656830706,46,-0.13224843237228662,2,0.02921954300542573,58,459.14828112790076,0,0,0,0.43875574474231127,1
PARTNER_0248,EMEA,Bronze,3.9,14,0.5456402720076104,3.9707901569387403,46,0.07727103929221742,0,0.1481399820526219,27,459.14828112790076,0,0,0,0.021533958480066045,0
PARTNER_0249,AMER,Bronze,1.1,8,0.9297438562596934,32.787798927051185,42,-0.08066308273221379,1,0.19332489557881738,50,419.2223436385181,0,1,0,0.2789066473935659,1
PARTNER_0250,APAC,Silver,2.9,6,0.8303124838837905,25.590100001437293,41,-0.022471855662327313,2,0.3573372224139474,55,409.24085926617244,1,0,1,0.5014017250685422,1
PARTNER_0251,EMEA,Bronze,1.5,7,0.7566824218029369,36.65928660581605,50,-0.03297722243984588,1,-0.44591579663808223,15,499.07421861728346,1,0,0,0.6849579043406521,1
PARTNER_0252,LATAM,Bronze,0.6,10,0.9363753149664094,24.59249746820444,53,-0.022471086506892418,1,0.4379202075542221,56,529.0186717343205,0,0,0,0.021582743934518,0
PARTNER_0253,EMEA,Silver,1.6,12,1.0227941261705475,22.01445986427688,33,0.027308267199505725,1,-0.41943769092676664,45,329.3889842874071,0,0,1,0.10630794637703705,0
PARTNER_0254,EMEA,Silver,4.9,10,1.368639586441989,29.137284852242967,45,-0.12241826404477346,0,0.10877513797472826,51,449.1667967555551,0,0,0,0.004549475153305832,0
PARTNER_0255,AMER,Bronze,4.1,10,0.6476233160873572,95.96905659725837,45,0.10933001091062285,2,0.5759724762399525,45,449.1667967555551,0,0,0,0.08947018667668705,0
PARTNER_0256,AMER,Bronze,4.8,20,1.1818762086601045,22.366516082867008,50,0.03035427567167631,0,0.08657990726191511,13,499.07421861728346,0,0,0,0.004570755683305268,0
PARTNER_0257,APAC,Bronze,2.7,10,1.1446203122030143,70.52230383428343,47,0.06355827763397275,0,-0.3061833266012779,45,469.12976550024644,1,0,0,0.06769575494039261,0
PARTNER_0258,LATAM,Bronze,1.0,7,0.7941814521246598,35.51652160153109,46,-0.09800659529251153,2,0.7805439985077476,43,459.14828112790076,0,1,1,0.3912935773337018,0
PARTNER_0259,AMER,Bronze,3.0,12,0.9906471909172062,34.29211040219574,51,-0.1314773861037247,2,0.6560711006965423,37,509.05570298962914,1,0,0,0.3129830819547773,1
PARTNER_0260,EMEA,Silver,2.5,16,0.8584733501324769,36.91888519275671,38,0.09827134318744032,0,0.5027077231925183,19,379.2964061491354,0,0,0,0.0032518478411124037,0
PARTNER_0261,APAC,Silver,4.3,11,0.9871377160837478,45.66135044515151,65,-0.13577492458637994,2,0.03496508376897356,44,648.7964842024685,0,0,1,0.2678170807771609,0
PARTNER_0262,EMEA,Silver,0.9,8,1.2518262026809102,23.80714928260018,55,-0.005069475877455851,1,-0.26100055504391284,47,548.9816404790118,0,0,1,0.04382655899311374,0
PARTNER_0263,EMEA,Bronze,2.7,8,1.0711212465262625,67.28142162645227,57,0.08189958316879406,0,0.7238345358440517,40,568.9446092237031,0,0,0,0.0010577548041827956,0
PARTNER_0264,AMER,Gold,1.2,9,1.0517216746466884,45.74166350580277,44,-0.032680196910485924,2,0.19205646447228075,33,439.1853123832094,0,0,0,0.11872232471621759,0
PARTNER_0265,APAC,Bronze,2.0,8,0.8639381360090714,10.053297800325202,51,0.09700770630296314,1,0.6080620985037306,53,509.05570298962914,0,0,0,0.010986937420254712,0
PARTNER_0266,LATAM,Bronze,3.8,14,0.6531886670151329,2.713839711920375,51,-0.047155830379383465,0,-0.05527649251274652,58,509.05570298962914,0,0,0,0.04177632468657056,0
PARTNER_0267,LATAM,Bronze,2.6,12,0.9083063578919184,94.03473043763755,39,-0.14774179987810315,2,-0.06412518779668819,28,389.2778905214811,0,0,0,0.3837553260991172,0
PARTNER_0268,AMER,Silver,2.2,6,1.191321630972783,37.78902305072581,50,0.01741725411088173,1,0.7812026248762509,2,499.07421861728346,0,0,0,0.003696592191643429,0
PARTNER_0269,AMER,Bronze,2.3,9,0.6445664286820705,8.868397269690082,50,-0.00017039662855464557,0,0.1783829630433048,9,499.07421861728346,0,0,0,0.020253324178620837,0
PARTNER_0270,APAC,Silver,2.6,7,0.738982126364661,22.340729071010003,41,0.24879762438074102,0,-0.3170959489810298,19,409.24085926617244,0,0,0,0.019466591002886977,0
PARTNER_0271,LATAM,Bronze,4.0,12,0.9752535472468136,60.134231679388336,55,-0.11451088661130199,0,-0.21442291860688034,1,548.9816404790118,0,0,1,0.03132053549157742,0
PARTNER_0272,LATAM,Silver,4.5,9,0.7530690430305474,27.80660811421777,47,-0.0451847105329351,3,0.12652756321053704,26,469.12976550024644,0,0,0,0.6468480063313969,1
PARTNER_0273,LATAM,Silver,4.8,11,0.7914953105769574,29.805502571199384,47,-0.0930865620183721,0,-0.44478781636506526,31,469.12976550024644,0,0,0,0.08392535007644951,1
PARTNER_0274,EMEA,Bronze,4.0,13,0.8652802836543645,52.65524912101582,47,-0.034248458157179605,1,0.10129418099179066,55,469.12976550024644,0,0,0,0.062264150582346314,0
PARTNER_0275,LATAM,Silver,1.9,11,0.6768765191619701,40.47109525907098,39,-0.03828024324063674,0,0.04462309470416592,9,389.2778905214811,0,0,0,0.029624933133334957,0
PARTNER_0276,EMEA,Silver,3.6,12,0.7551756307567263,48.13264354775359,47,-0.10722998220605087,3,0.513137144915333,39,469.12976550024644,0,0,0,0.4701730000868733,0
PARTNER_0277,APAC,Bronze,2.5,14,1.0906855833574618,52.26860524699421,55,0.026823760969688814,1,-0.03857544616398573,16,548.9816404790118,0,0,0,0.03616204211887519,1
PARTNER_0278,EMEA,Bronze,1.6,12,0.6885260435538072,17.54456782690491,60,-0.04141438720894643,0,0.7773133900014793,57,598.8890623407401,0,0,0,0.004757784332622752,0
PARTNER_0279,APAC,Bronze,4.3,12,0.6304255731010324,19.00387067334239,48,0.11454829678839194,3,-0.26499910490882594,53,479.1112498725921,0,0,0,0.7880193846355568,1
PARTNER_0280,LATAM,Bronze,0.7,13,0.8239950040932211,15.751070635129505,43,-0.08485571232886513,3,0.26828269045857533,32,429.2038280108638,0,0,1,0.5490247619779346,0
PARTNER_0281,LATAM,Bronze,4.6,10,1.096391100501969,19.90370502846137,57,0.1661373071318222,2,-0.383390913889269,5,568.9446092237031,0,0,1,0.18313574969387023,0
PARTNER_0282,APAC,Silver,2.6,14,0.9106156384006221,28.915993300480793,56,0.007587400637514865,2,0.4540231791921766,38,558.9631248513574,0,0,0,0.0833822969448504,0
PARTNER_0283,AMER,Silver,3.4,11,0.8570837843768763,30.572914492422434,55,0.10713334395850989,1,0.793179794480563,46,548.9816404790118,0,0,0,0.006808617991325896,0
PARTNER_0284,APAC,Silver,3.5,9,0.9588717595031213,80.14293071152382,43,-0.008454653437713204,2,0.564880229077122,17,429.2038280108638,1,0,0,0.27788094849195977,1
PARTNER_0285,AMER,Bronze,4.5,11,0.6008585134280695,39.06906717668357,49,-0.09806543998559739,2,0.2224146029363917,8,489.0927342449378,0,0,0,0.3854804445379933,0
PARTNER_0286,EMEA,Bronze,3.4,15,1.0489411307550065,29.360516509476227,51,-0.046352092015913185,0,0.13016376461959966,7,509.05570298962914,0,0,0,0.008269933961188117,0
PARTNER_0287,EMEA,Bronze,3.3,12,1.0266870062807287,12.831027154879655,56,-0.15867682108376857,1,,24,558.9631248513574,1,0,0,0.10820573345890584,0
PARTNER_0288,EMEA,Bronze,0.8,13,0.8681383051808557,25.009777715101634,59,-0.03115336161935074,2,0.7167663101239417,30,588.9075779683944,0,0,0,0.05887179587545196,0
PARTNER_0289,LATAM,Bronze,2.8,9,1.1511849023592833,98.73591739917805,59,-0.0027907123868169993,2,,41,588.9075779683944,0,0,0,0.019698589220801657,0
PARTNER_0290,EMEA,Silver,1.2,14,0.7245007802093922,97.71346805153803,47,-0.015427720431455464,2,0.015500995833829356,3,469.12976550024644,1,1,0,0.958887283363231,1
PARTNER_0291,AMER,Bronze,3.8,16,1.1755817986507138,24.76423531436953,43,0.1130157225136864,0,0.788192717232866,19,429.2038280108638,0,0,1,0.0005815161784807512,0
PARTNER_0292,EMEA,Bronze,2.8,10,0.9808987331190502,6.124681242583833,56,-0.034913383106290795,0,-0.2972958721740191,27,558.9631248513574,0,0,0,0.02765772006875019,0
PARTNER_0293,APAC,Bronze,3.6,11,0.8826894820243653,22.176221881891234,42,-0.20939935928422165,0,-0.17038529128851804,39,419.2223436385181,0,0,0,0.052924733831458126,0
PARTNER_0294,APAC,Gold,0.7,12,0.9460252729263376,80.725825938382,54,0.3344065010959781,0,-0.3842790378459349,0,539.0001561066662,0,0,0,0.008880262553068043,0
PARTNER_0295,LATAM,Bronze,0.9,11,0.9285470468378116,29.071788591171778,58,-0.08906085414833234,1,-0.14673992857017382,39,578.9260935960488,0,0,0,0.1127906126444939,0
PARTNER_0296,APAC,Bronze,3.7,17,1.1940565792835434,52.69277709468051,43,0.07687451087912454,1,,54,429.2038280108638,0,0,0,0.005849893079848324,0
PARTNER_0297,AMER,Bronze,0.8,11,0.7346641745057972,31.71866815075323,50,-0.1704246671044821,0,0.6088016656319846,43,499.07421861728346,0,0,0,0.01051587169247195,0
PARTNER_0298,EMEA,Bronze,0.8,22,0.7974961521706803,8.152561884319443,57,0.004521217346835436,1,0.5125604386333433,22,568.9446092237031,0,0,0,0.02431670632201848,0
PARTNER_0299,LATAM,Bronze,0.6,14,1.1572605784144958,32.58464532432369,52,-0.09945458080713665,1,0.3203855116180052,56,519.0371873619748,0,0,0,0.02033380367085484,0
PARTNER_0300,EMEA,Bronze,4.8,11,0.8308930129632282,57.61927854058011,43,-0.3022634958244527,2,0.16815646627943925,46,429.2038280108638,1,0,0,0.831456314073758,1
PARTNER_0301,EMEA,Silver,3.8,13,1.1301066154663184,19.668878488686403,59,-0.048280999504254636,0,0.4213155759777405,12,588.9075779683944,0,0,0,0.0031711500119404944,0
PARTNER_0302,AMER,Bronze,2.1,9,1.2898871966017418,56.57931478315203,44,-0.02500653582304976,1,0.008083614047388332,15,439.1853123832094,0,1,0,0.1430917915444663,0
PARTNER_0303,APAC,Bronze,1.8,11,0.8696409946116732,34.1530713506448,48,-0.041888592365616664,2,,25,479.1112498725921,0,0,0,0.08123973438349211,0
